Item Type,Order ID,Units Sold,Total Cost,Total Profit
Household,611302316,6795,3414759.30,1126135.35
Meat,726940715,6767,2467857.23,387072.40
Beverages,579305493,8224,261440.96,128787.84
Baby Food,305945479,4921,784505.82,471727.06
Vegetables,564722001,2644,240418.92,166915.72
Clothes,283808887,4211,150922.24,309255.84
Household,711692464,4470,2246353.80,740813.10
Household,467171561,5301,2663964.54,878534.73
Cosmetics,489357507,616,162211.28,107103.92
Personal Care,887674129,1356,76844.52,33981.36
Cosmetics,491857755,495,130348.35,86065.65
Cereal,901957213,8038,941330.18,712086.42
Office Supplies,638333833,6021,3160784.16,760151.25
Vegetables,991661441,3512,319346.16,221712.56
Personal Care,172926366,1609,91182.03,40321.54
Vegetables,963427436,8443,767721.99,533006.59
Cosmetics,364775979,4173,1098876.09,725559.51
Baby Food,848895823,5993,955404.06,574488.98
Vegetables,908023297,3127,284338.11,197407.51
Clothes,904707229,1828,65515.52,134248.32
Snacks,821808946,384,37416.96,21173.76
Baby Food,712502276,4112,655535.04,394176.32
Office Supplies,250273549,360,188985.60,45450.00
Personal Care,978921592,3508,198798.36,87910.48
Meat,462557733,9967,3634865.23,570112.40
Office Supplies,835605800,3180,1669372.80,401475.00
Cosmetics,252802121,8620,2269904.60,1498759.40
Beverages,539195525,8793,279529.47,137698.38
Office Supplies,440147340,8234,4322520.64,1039542.50
Meat,571331393,8510,3103511.90,486772.00
Clothes,268734014,3221,115440.64,236550.24
Cereal,738654029,2997,350978.67,265504.23
Clothes,107702767,497,17812.48,36499.68
Meat,172804057,5415,1974796.35,309738.00
Meat,551194226,9475,3455437.75,541970.00
Fruits,930422103,1431,9902.52,3448.71
Snacks,618349015,2070,201700.80,114139.80
Personal Care,793148791,9208,521817.36,230752.48
Meat,453307759,2694,982474.86,154096.80
Household,467624747,9409,4728398.86,1559353.57
Snacks,425211083,8264,805244.16,455676.96
Cereal,885490596,5200,608972.00,460668.00
Baby Food,228199613,8191,1305809.22,785189.26
Meat,503386962,2243,817999.67,128299.60
Beverages,681413972,4392,139621.68,68778.72
Cereal,702954471,8704,1019325.44,771087.36
Fruits,128994786,1279,8850.68,3082.39
Baby Food,390833747,5246,836317.32,502881.56
Office Supplies,740082681,5766,3026919.36,727957.50
Beverages,498665416,5033,159999.07,78816.78
Meat,408818280,7269,2650931.61,415786.80
Office Supplies,383090102,3729,1957575.84,470786.25
Office Supplies,854342210,7700,4042192.00,972125.00
Clothes,525748431,9499,340444.16,697606.56
Beverages,420795094,1474,46858.46,23082.84
Beverages,733281028,3006,95560.74,47073.96
Fruits,377317559,5505,38094.60,13267.05
Clothes,137328517,7415,265753.60,544557.60
Household,418050229,9208,4627388.32,1526041.84
Clothes,794531524,8389,300661.76,616088.16
Cereal,462133729,4495,526409.45,398212.05
Cosmetics,486530673,4093,1077809.69,711649.91
Cereal,653708684,5781,677012.91,512138.79
Cereal,819966590,5190,607800.90,459782.10
Cosmetics,461915719,9981,2628296.73,1735396.47
Vegetables,926479899,4846,440646.78,305927.98
Vegetables,480895459,6508,591772.44,410850.04
Fruits,162711226,8723,60363.16,21022.43
Household,629788529,7276,3656481.04,1205851.48
Fruits,810301196,4985,34496.20,12013.85
Household,152735555,6700,3367018.00,1110391.00
Office Supplies,875890433,4298,2256278.08,542622.50
Clothes,318877160,1693,60677.12,124333.92
Vegetables,391119563,9825,893387.25,620252.25
Cosmetics,822353971,1669,439497.77,290189.03
Household,512629210,7230,3633364.20,1198227.90
Snacks,682306611,8543,832429.92,471061.02
Clothes,822060000,4677,167623.68,343478.88
Fruits,942875707,6729,46564.68,16216.89
Office Supplies,226052558,2830,1485636.80,357287.50
Beverages,173201882,3141,99852.39,49188.06
Personal Care,556247508,4854,275076.18,121641.24
Baby Food,767425763,7192,1146548.64,689425.12
Snacks,269285476,6411,624687.84,353502.54
Office Supplies,844687974,797,418393.12,100621.25
Fruits,746807086,5667,39215.64,13657.47
Household,549129140,8370,4206259.80,1387160.10
Cereal,895452964,3286,384823.46,291106.74
Vegetables,249889886,6825,620597.25,430862.25
Beverages,746863734,2431,77281.49,38069.46
Meat,541110837,5576,2033511.44,318947.20
Vegetables,557680022,8766,797092.38,553397.58
Cereal,441932618,6537,765548.07,579112.83
Household,809542453,456,229158.24,75572.88
Clothes,996495854,4123,147768.32,302793.12
Beverages,409091651,8165,259565.35,127863.90
Snacks,773941171,5246,511170.24,289264.44
Beverages,287968242,5057,160762.03,79192.62
Meat,368409192,9322,3399640.18,533218.40
Cereal,702812850,6795,795762.45,601969.05
Clothes,599040544,8264,296181.76,606908.16
Clothes,335266101,1544,55336.96,113391.36
Cereal,709975850,6486,759575.46,574594.74
Beverages,791968619,9969,316914.51,156114.54
Baby Food,170355737,903,143956.26,86561.58
Office Supplies,304561030,5232,2746590.72,660540.00
Household,474320828,928,466357.12,153797.44
Household,929683959,2998,1506614.92,496858.54
Baby Food,641011750,8476,1351243.92,812509.36
Cereal,448978030,1431,167584.41,126772.29
Meat,814569127,7961,2903297.09,455369.20
Household,469083869,1196,601037.84,198213.08
Clothes,464133584,6296,225648.64,462378.24
Cosmetics,121642100,5455,1436465.15,948460.85
Snacks,183845746,2897,282283.68,159740.58
Baby Food,563293349,9875,1574272.50,946617.50
Personal Care,792846238,9676,548338.92,242480.56
Household,475678241,2617,1315147.18,433715.41
Clothes,635275685,1047,37524.48,76891.68
Baby Food,565437400,4347,692998.74,416703.42
Clothes,980274713,3926,140707.84,288325.44
Snacks,864211452,8228,801736.32,453691.92
Household,621983945,7726,3882624.04,1280429.98
Clothes,728641021,9925,355712.00,728892.00
Office Supplies,379544007,4361,2289350.56,550576.25
Baby Food,640366733,7601,1211751.42,728631.86
Household,397095525,8245,4143442.30,1366443.85
Personal Care,406029212,1922,108919.74,48165.32
Clothes,143779122,6292,225505.28,462084.48
Vegetables,957269084,6049,550035.57,381873.37
Beverages,213735425,7917,251681.43,123980.22
Household,750726974,5649,2838848.46,936208.77
Cereal,526105058,5033,589414.63,445873.47
Baby Food,268043506,8885,1416446.70,851716.10
Snacks,325028645,2054,200141.76,113257.56
Fruits,215859305,6420,44426.40,15472.20
Personal Care,879646813,5895,334069.65,147728.70
Fruits,625814998,1420,9826.40,3422.20
Office Supplies,984100186,5969,3133486.24,753586.25
Meat,854551208,9547,3481695.43,546088.40
Office Supplies,557529389,4191,2200107.36,529113.75
Vegetables,483708560,8967,815369.31,566086.71
Cereal,644075047,4974,582505.14,440646.66
Household,219927680,343,172371.22,56845.39
Snacks,712877786,5233,509903.52,288547.62
Office Supplies,994849193,6839,3590201.44,863423.75
Beverages,458078229,4382,139303.78,68622.12
Baby Food,365113723,4119,656650.98,394847.34
Cosmetics,698817002,4335,1141535.55,753726.45
Clothes,612361896,348,12472.32,25557.12
Cosmetics,679234731,9506,2503214.98,1652808.22
Clothes,643234336,6189,221813.76,454520.16
Office Supplies,768472039,6808,3573927.68,859510.00
Personal Care,489371669,4807,272412.69,120463.42
Cereal,660669553,5657,662491.27,501153.63
Baby Food,407414519,1865,297318.30,178778.90
Baby Food,274967896,7966,1269939.72,763620.76
Cereal,879003512,5528,647384.08,489725.52
Snacks,655507695,8149,794038.56,449335.86
Baby Food,810779273,6459,1029693.78,619159.74
Baby Food,371429574,3120,497390.40,299083.20
Meat,234382426,7823,2852969.87,447475.60
Household,916874158,2293,1152324.22,380018.89
Cereal,306453597,5284,618809.24,468109.56
Clothes,410982072,7583,271774.72,556895.52
Baby Food,608633410,7006,1116896.52,671595.16
Snacks,797893941,3403,331588.32,187641.42
Vegetables,947562491,3653,332167.29,230613.89
Office Supplies,646750390,6667,3499908.32,841708.75
Beverages,454881465,8389,266686.31,131371.74
Meat,551692044,6791,2476609.79,388445.20
Cereal,287230956,6878,805482.58,609322.02
Cosmetics,431859529,5686,1497294.38,988624.82
Vegetables,926251590,7284,662334.12,459838.92
Beverages,431393468,7769,246976.51,121662.54
Meat,378583991,271,98830.99,15501.20
Fruits,919434487,9952,68867.84,23984.32
Meat,475868785,9003,3283304.07,514971.60
Vegetables,690123212,1649,149943.57,104101.37
Snacks,574746596,9145,891088.80,504255.30
Beverages,562600266,4776,151829.04,74792.16
Clothes,256858050,8860,317542.40,650678.40
Snacks,681006276,3745,364912.80,206499.30
Fruits,228843772,8812,60979.04,21236.92
Office Supplies,514481866,5472,2872581.12,690840.00
Cosmetics,522344386,2166,570372.78,376602.42
Snacks,657167661,9369,912915.36,516606.66
Baby Food,494000518,4586,731100.12,439613.96
Beverages,128204286,7352,233720.08,115132.32
Baby Food,625452792,4235,675143.70,405967.10
Vegetables,871732366,3834,348625.62,242040.42
Fruits,723341834,1778,12303.76,4284.98
Personal Care,556892526,5729,324662.43,143568.74
Meat,819308269,378,137852.82,21621.60
Clothes,677825391,2451,87843.84,180001.44
Fruits,269992721,5701,39450.92,13739.41
Clothes,253671586,5914,211957.76,434324.16
Snacks,457035815,5909,575772.96,325822.26
Cosmetics,328571736,533,140354.89,92672.71
Vegetables,287078177,1667,151580.31,105237.71
Meat,371666467,3222,1175031.18,184298.40
Vegetables,691760432,6139,558219.27,387555.07
Beverages,977096402,3394,107895.26,53150.04
Meat,127723205,4989,1819438.41,285370.80
Cosmetics,264002168,2963,780246.79,515176.81
Cereal,876607120,6382,747396.02,565381.38
Cereal,176524388,6344,742945.84,562014.96
Cosmetics,945052802,980,258063.40,170392.60
Baby Food,183803689,451,71898.42,43232.86
Office Supplies,364700877,1949,1023147.04,246061.25
Baby Food,879980695,4698,748955.16,450350.28
Office Supplies,292191970,4952,2599601.92,625190.00
Cereal,384196031,998,116875.78,88412.82
Meat,309166705,8153,2973317.57,466351.60
Snacks,640590322,3766,366959.04,207657.24
Personal Care,222265708,2217,125637.39,55558.02
Household,218304193,9917,4983689.18,1643544.41
Meat,963129603,307,111959.83,17560.40
Snacks,611478269,8863,863610.72,488705.82
Clothes,988399016,8088,289873.92,593982.72
Cereal,839253175,2519,295000.09,223158.21
Household,779714572,3724,1871458.96,617178.52
Cosmetics,145769536,5300,1395649.00,921511.00
Fruits,143716895,7878,54515.76,18985.98
Office Supplies,700167977,4119,2162310.24,520023.75
Fruits,912046611,3715,25707.80,8953.15
Cereal,396589124,8390,982552.90,743270.10
Fruits,641344344,6898,47734.16,16624.18
Baby Food,954173600,27,4304.34,2588.22
Meat,713250720,5593,2039711.17,319919.60
Snacks,717062032,3445,335680.80,189957.30
Baby Food,934406363,462,73652.04,44287.32
Beverages,954395043,5557,176657.03,87022.62
Personal Care,436451900,4671,264705.57,117055.26
Personal Care,460313260,5778,327439.26,144796.68
Clothes,376027953,3882,139130.88,285094.08
Personal Care,953957307,6021,341210.07,150886.26
Household,334775149,6261,3146402.94,1037635.53
Personal Care,779467809,701,39725.67,17567.06
Personal Care,119334113,2471,140031.57,61923.26
Baby Food,305985391,6732,1073215.44,645329.52
Cereal,661345469,5676,664716.36,502836.84
Baby Food,127650678,3527,562274.34,338098.22
Snacks,417449843,1540,150057.60,84915.60
Meat,163604295,3001,1094434.69,171657.20
Baby Food,769287860,8228,1311707.76,788736.08
Cereal,557986867,9568,1120508.48,847629.12
Household,623500144,6403,3217763.62,1061169.19
Fruits,779939019,143,989.56,344.63
Household,911727321,9230,4638444.20,1529687.90
Cosmetics,523601377,4138,1089659.54,719474.06
Vegetables,990610015,2372,215685.96,149744.36
Personal Care,608114564,3468,196531.56,86908.08
Cosmetics,441788852,3994,1051740.02,694436.78
Fruits,277619206,2547,17625.24,6138.27
Cereal,871904456,4759,557326.49,421599.81
Personal Care,801255929,8290,469794.30,207747.40
Beverages,512597453,7832,248979.28,122649.12
Clothes,973165357,110,3942.40,8078.40
Cereal,520508468,8877,1039585.47,786413.43
Personal Care,712488114,9921,562223.07,248620.26
Beverages,477278125,6058,192583.82,94868.28
Clothes,163364827,2138,76625.92,157014.72
Personal Care,189547049,39,2210.13,977.34
Household,594936120,3674,1846331.96,608892.02
Personal Care,588955867,3984,225773.28,99839.04
Meat,801342618,3943,1437972.67,225539.60
Clothes,132145202,3557,127482.88,261226.08
Cosmetics,701724946,4860,1279783.80,845008.20
Cereal,200755679,6922,810635.42,613219.98
Vegetables,440223729,839,76290.27,52966.07
Snacks,601427924,4743,462157.92,261529.02
Fruits,385979592,8794,60854.48,21193.54
Personal Care,465802562,184,10427.28,4611.04
Fruits,233133161,8138,56314.96,19612.58
Baby Food,950520217,8910,1420432.20,854112.60
Cosmetics,800825059,786,206977.38,136661.82
Vegetables,737221515,9084,826008.12,573472.92
Household,433195912,1152,578926.08,190920.96
Personal Care,532547080,1370,77637.90,34332.20
Cosmetics,399386346,6150,1619479.50,1069300.50
Personal Care,368137538,8933,506233.11,223860.98
Clothes,393536984,5194,186152.96,381447.36
Clothes,500633513,7437,266542.08,546173.28
Vegetables,334788453,198,18004.14,12499.74
Meat,511675631,5045,1839861.05,288574.00
Household,367281377,5576,2802163.04,924110.48
Household,207904517,2422,1217151.88,401398.06
Cereal,860156381,8242,965220.62,730158.78
Fruits,520960795,2731,18898.52,6581.71
Household,607554090,7611,3824831.94,1261371.03
Household,807485091,1637,822657.98,271300.01
Office Supplies,428615128,5596,2937676.16,706495.00
Cosmetics,649118030,7305,1923625.65,1270120.35
Baby Food,467480123,6612,1054085.04,633826.32
Snacks,752500236,397,38683.68,21890.58
Household,193289697,7571,3804730.34,1254741.83
Office Supplies,249272334,4078,2140786.88,514847.50
Clothes,200184476,7890,282777.60,579441.60
Meat,296074950,4012,1463136.28,229486.40
Cereal,407305085,9481,1110319.91,839921.79
Fruits,474548709,8363,57871.96,20154.83
Vegetables,958792150,6758,614504.94,426632.54
Snacks,591334235,7796,759642.24,429871.44
Beverages,423786294,6637,210990.23,103935.42
Beverages,678072154,5473,173986.67,85707.18
Snacks,296428143,8530,831163.20,470344.20
Baby Food,991403090,7060,1125505.20,676771.60
Cosmetics,495858323,4352,1146012.16,756682.24
Meat,212967669,721,262941.49,41241.20
Personal Care,266217458,8517,482658.39,213436.02
Vegetables,849406516,7119,647330.67,449422.47
Vegetables,876646173,7938,721802.34,501125.94
Vegetables,232360255,9418,856378.74,594558.34
Household,221285092,2031,1020658.74,336597.63
Beverages,418469512,3283,104366.57,51411.78
Office Supplies,919274842,2709,1422116.64,342011.25
Personal Care,989374911,6877,389719.59,172337.62
Vegetables,414756047,4386,398818.98,276888.18
Cereal,851717078,865,101300.15,76630.35
Clothes,876869332,3976,142499.84,291997.44
Office Supplies,937136638,8411,4415438.56,1061888.75
Beverages,199755322,894,28420.26,14000.04
Cereal,602274215,5179,606512.69,458807.61
Personal Care,102554643,7053,399693.51,176748.18
Fruits,328770434,9332,64577.44,22490.12
Meat,729407918,6867,2504326.23,392792.40
Baby Food,823265922,1536,244869.12,147240.96
Baby Food,649455773,7251,1155954.42,695080.86
Cereal,317401301,4953,580045.83,438786.27
Vegetables,456838834,7618,692704.74,480924.34
Cereal,867817199,5249,614710.39,465008.91
Vegetables,970697724,9883,898661.19,623913.79
Fruits,256154239,586,4055.12,1412.26
Household,535173070,8459,4250985.86,1401910.07
Household,989053046,1630,819140.20,270139.90
Clothes,419405496,261,9354.24,19167.84
Baby Food,398154246,1544,246144.48,148007.84
Clothes,317535626,4703,168555.52,345388.32
Snacks,540098464,5993,583957.92,330454.02
Meat,148704087,3699,1348988.31,211582.80
Office Supplies,996526324,3139,1647849.44,396298.75
Clothes,957051503,1662,59566.08,122057.28
Snacks,674078452,3648,355461.12,201150.72
Clothes,411718499,5508,197406.72,404507.52
Snacks,504395473,684,66648.96,37715.76
Snacks,906845700,4650,453096.00,256401.00
Beverages,744118010,9910,315038.90,155190.60
Snacks,561573731,1001,97537.44,55195.14
Office Supplies,974886691,9491,4982395.36,1198238.75
Vegetables,420043218,8977,816278.61,566718.01
Vegetables,103342139,90,8183.70,5681.70
Snacks,851394784,5491,535043.04,302773.74
Office Supplies,861124980,4873,2558130.08,615216.25
Office Supplies,649769055,9958,5227551.68,1257197.50
Fruits,804875838,9502,65753.84,22899.82
Baby Food,634306657,4290,683911.80,411239.40
Cereal,416235339,2141,250732.51,189671.19
Vegetables,949148213,2903,263969.79,183266.39
Beverages,401844108,3456,109866.24,54120.96
Household,163434350,2711,1362385.94,449294.03
Meat,793342769,6610,2410600.90,378092.00
Cosmetics,671305692,3127,823432.91,543691.49
Meat,947371947,7267,2650202.23,415672.40
Snacks,591902863,6066,591071.04,334479.24
Cereal,445572268,3591,420542.01,318126.69
Vegetables,969366490,5941,540215.13,375055.33
Fruits,894584357,6246,43222.32,15052.86
Baby Food,372837197,9667,1541113.14,926678.62
Snacks,526048839,8396,818106.24,462955.44
Beverages,296455609,6658,211657.82,104264.28
Office Supplies,496606338,5706,2995421.76,720382.50
Cereal,659362351,8827,1033729.97,781983.93
Cosmetics,387897479,6339,1669248.87,1102161.93
Cosmetics,705698049,590,155364.70,102583.30
